asset_unique,symb_assets,type_assets,Variance,Skewness,Kurtosis,Stable \alpha,Stable \gamma,Q_{5%},Q_{2.5%},Q_{1%},Q_{0.5%},CTE_{5%},CTE_{2.5%},CTE_{1%},CTE_{0.5%},Q_{95%},Q_{97.5%},Q_{99%},Q_{99.5%},CTE_{95%},CTE_{97.5%},CTE_{99%},CTE_{99.5%},GARCH parameter,ARCH parameter
NewsCorp.Class_NWSA,NWSA,Stock,0.001232183,-7.816951511,178.9079125,1.96900027,0.019661628,-0.05129329,-0.061699083,-0.073530205,-0.083776925,-0.076994519,-0.097304207,-0.145171928,-0.212989352,0.035828311,0.041592244,0.050024175,0.059992886,0.046073845,0.052993152,0.066877517,0.078650685,0,0.9654815
NextEraEnerg_NEE,NEE,Stock,0.00233259,35.22228146,1299.894608,1.760314094,0.006237083,-0.015975277,-0.021437586,-0.029236939,-0.034100153,-0.023568274,-0.028611165,-0.035590337,-0.039625628,0.016315263,0.021495348,0.026382359,0.03096812,0.047456294,0.075829461,0.157444748,0.285606539,0,0.9999998
NielsenHolding_NLSN,NLSN,Stock,0.000429436,3.413133314,155.9396098,1.703106621,0.008332488,-0.022965073,-0.030542975,-0.040131401,-0.053917123,-0.040705188,-0.055033285,-0.087194585,-0.127367896,0.023348402,0.028972624,0.038579422,0.046217456,0.038556796,0.050925497,0.079769548,0.117663309,0.944122985,0.001192281
Nik_NKE,NKE,Stock,0.000497289,16.20378783,457.0105396,1.733188765,0.008081413,-0.020714209,-0.028269941,-0.03772797,-0.049224033,-0.032223137,-0.039512582,-0.051131928,-0.060885906,0.021161483,0.027198217,0.038123801,0.059114593,0.042991704,0.061312063,0.107589704,0.168938181,0,0.9999998
NiSourceInc_NI,NI,Stock,0.005841807,-36.29823269,1352.679205,1.808413644,0.007213693,-0.01908013,-0.02334653,-0.031873001,-0.042399855,-0.0676946,-0.113036644,-0.24875475,-0.45884176,0.018028433,0.024039208,0.031217928,0.035938851,0.025942974,0.031268929,0.037759039,0.041942334,1.09E-05,0.999988922
NobleEnergyIn_NBL,NBL,Stock,0.000583256,-0.628230893,10.73005802,1.73983314,0.014177817,-0.039438614,-0.051266744,-0.063853884,-0.072870713,-0.056825856,-0.069121779,-0.088487913,-0.108343116,0.036907966,0.04717477,0.058008062,0.067605717,0.051792732,0.06200069,0.076259132,0.090452969,0.916303085,0.061538542
Nordstro_JWN,JWN,Stock,0.001189481,17.41360855,516.7657816,1.642103174,0.010711189,-0.031275271,-0.042815914,-0.071077443,-0.093126104,-0.054302916,-0.072026026,-0.101931094,-0.127588612,0.028439187,0.037947003,0.056701145,0.073813395,0.060466682,0.087349943,0.151868677,0.238381515,0,0.9999998
NorfolkSouthernCorp_NSC,NSC,Stock,0.001161851,26.7263722,899.9232488,1.651379314,0.008557985,-0.025083968,-0.033361424,-0.043158378,-0.051816502,-0.036560407,-0.044198811,-0.053589062,-0.060308263,0.023397697,0.031327952,0.041166454,0.050810118,0.050812327,0.074234041,0.137154946,0.228057248,5.94E-06,0.999993862
NorthernTrustCorp_NTRS,NTRS,Stock,0.000978557,-26.57297967,891.0110045,1.611440121,0.007753807,-0.023485101,-0.030447731,-0.044586684,-0.053971002,-0.050121812,-0.072563727,-0.129349748,-0.21057367,0.022867548,0.028796491,0.037289078,0.043009875,0.031482232,0.037654733,0.044975788,0.04952291,0,0.9999998
NorthropGrumma_NOC,NOC,Stock,0.000203913,3.690513621,71.95458466,1.613477009,0.006821853,-0.019924504,-0.025190742,-0.037967767,-0.043867471,-0.029694653,-0.037063191,-0.047260455,-0.053546831,0.020395293,0.027308018,0.034872894,0.044660321,0.033202896,0.042870228,0.060563359,0.082650514,0.91166553,0.056461721
NorwegianCruiseLineHolding_NCLH,NCLH,Stock,0.004286081,-32.94180855,1188.545503,1.731753144,0.010913355,-0.029457891,-0.03869199,-0.060671573,-0.068057113,-0.078580451,-0.122581022,-0.240056181,-0.415914194,0.028863528,0.036692207,0.053058296,0.066336882,0.042269679,0.051989472,0.067031745,0.075046731,0.224109421,0.775890379
NRGEnerg_NRG,NRG,Stock,0.000694928,2.152536142,43.70082703,1.63739308,0.012636838,-0.035244711,-0.047903008,-0.069965804,-0.098496728,-0.058238322,-0.076103759,-0.10421648,-0.122717203,0.036963845,0.047429532,0.06163166,0.068602449,0.058093994,0.074742756,0.106217835,0.14828175,0.825296696,0.122288132
NucorCorp_NUE,NUE,Stock,0.000280734,0.100523335,5.457311271,1.831885475,0.010665247,-0.027296692,-0.034053082,-0.042703989,-0.050502555,-0.03724984,-0.043905353,-0.053308469,-0.060574563,0.027298743,0.033927168,0.043015179,0.04595057,0.037204042,0.043491163,0.052491275,0.060402089,0.976265036,0.014461977
NvidiaCorporatio_NVDA,NVDA,Stock,0.001542346,-16.5298153,481.8678087,1.556607884,0.012187418,-0.036909973,-0.050442407,-0.070476912,-0.084270918,-0.074134645,-0.104442304,-0.174345013,-0.271571961,0.038183284,0.05002383,0.067518786,0.083276596,0.059876724,0.076539897,0.106867276,0.140992628,0,0.9999998
NVRIn_NVR,NVR,Stock,0.007983276,36.23873209,1349.891988,1.738289259,0.008185909,-0.021562444,-0.029889596,-0.038489992,-0.046686752,-0.03269349,-0.040668322,-0.052483522,-0.062953371,0.021987751,0.029258963,0.043599297,0.052584572,0.080112987,0.13727262,0.292387253,0.536855773,0,0.9999998
OccidentalPetroleu_OXY,OXY,Stock,0.000278064,1.651908277,30.37143209,1.692979118,0.009111478,-0.025617534,-0.034975377,-0.043678856,-0.05364569,-0.03813141,-0.045398898,-0.055910979,-0.063076271,0.024054634,0.029814735,0.040278772,0.048152832,0.036098043,0.045310103,0.061987852,0.079431132,0.884967949,0.067999466
OmnicomGrou_OMC,OMC,Stock,0.000346568,16.10661915,467.7657949,1.771215067,0.00726885,-0.020184255,-0.025565174,-0.031567884,-0.038315951,-0.029067982,-0.035678516,-0.047398038,-0.060555429,0.018247047,0.022192664,0.029806177,0.032498343,0.032310928,0.044119668,0.072630411,0.114077709,0.001454976,0.998544824
ONEO_OKE,OKE,Stock,0.003165234,-30.04730178,1051.546534,1.504398818,0.010190527,-0.034276682,-0.048708674,-0.063816331,-0.079789811,-0.080430677,-0.119530018,-0.218826699,-0.368137619,0.032035275,0.041102501,0.055901584,0.06796447,0.047796721,0.059015259,0.078965169,0.095515336,0,0.9999998
OracleCorp_ORCL,ORCL,Stock,0.000516088,-20.3923265,626.7825331,1.6207911,0.0067509,-0.020511241,-0.027817655,-0.040979036,-0.049573455,-0.042240244,-0.06028726,-0.101382424,-0.158109234,0.018775198,0.022930798,0.033666505,0.038960168,0.028212944,0.035730776,0.049892779,0.063470242,0,0.9999998
O'ReillyAutomotiv_ORLY,ORLY,Stock,0.00029435,-3.462358634,60.37925614,1.684726106,0.008094947,-0.021976618,-0.028161287,-0.036193128,-0.052704982,-0.037400285,-0.049449068,-0.077506391,-0.112821149,0.022977291,0.028420281,0.041947946,0.05429955,0.035585791,0.045435174,0.063311932,0.077261222,0.946948081,0.004732084
PACCARInc_PCAR,PCAR,Stock,0.000226433,0.005359213,7.594171917,1.717338757,0.008718494,-0.025124146,-0.030210506,-0.040451717,-0.050451485,-0.035003644,-0.042561503,-0.054957011,-0.064809875,0.022534009,0.029493686,0.041181942,0.046325963,0.033513805,0.04142153,0.051714114,0.060537675,0.26778589,0.152675218
PackagingCorporationofAmeric_PKG,PKG,Stock,0.000287443,-1.39852355,18.75587863,1.705579397,0.00878131,-0.024033701,-0.034908986,-0.046862919,-0.058422097,-0.041728613,-0.054435437,-0.076493451,-0.102006772,0.022713907,0.029160686,0.040249297,0.050594818,0.03462694,0.043612725,0.058378559,0.073389715,0,0.311439066
Parker-Hannifi_PH,PH,Stock,0.00025252,2.066628262,36.82297659,1.70228408,0.008762648,-0.023309343,-0.033386616,-0.039929224,-0.047247704,-0.034726794,-0.041285377,-0.049000974,-0.054525607,0.024247689,0.030497949,0.037642912,0.04328831,0.035177989,0.042942346,0.058324738,0.076260773,0.731096057,0.146160553
PaychexInc_PAYX,PAYX,Stock,0.000665472,-28.22486053,966.822723,1.682113492,0.006227186,-0.017429584,-0.02461456,-0.032920684,-0.038827863,-0.038966242,-0.056546274,-0.100009701,-0.164005902,0.016957296,0.02137715,0.026039073,0.034292524,0.023380459,0.027904643,0.034882613,0.040111375,0,0.9999998
PayPa_PYPL,PYPL,Stock,0.002498505,-26.18458909,790.3020097,1.656955451,0.010188349,-0.030105856,-0.040323415,-0.052535247,-0.059348661,-0.070669455,-0.107168756,-0.206563095,-0.356379451,0.02800699,0.036676658,0.049727678,0.058858084,0.04144732,0.051340456,0.067440827,0.07975459,0.444038395,0.555961405
Pentairpl_PNR,PNR,Stock,0.000389027,-9.220781651,208.7367523,1.747477582,0.009190002,-0.02661052,-0.033574709,-0.043526058,-0.052712343,-0.044384743,-0.058261346,-0.090270265,-0.132379385,0.023253615,0.029007633,0.036699358,0.039628096,0.03118798,0.036397054,0.043827545,0.049345084,0,0.9999998
People'sUnitedFinancia_PBCT,PBCT,Stock,0.000681503,-26.20161608,874.2388438,1.778217693,0.007448127,-0.021055474,-0.026321864,-0.036280084,-0.04122195,-0.041597803,-0.059439674,-0.105372147,-0.172445323,0.017827662,0.022794167,0.029534586,0.032464759,0.024779883,0.029136558,0.034610197,0.038254637,0,0.9999998
PepsiCoInc_PEP,PEP,Stock,0.002211206,35.6367263,1320.212625,1.760871829,0.00553491,-0.014335859,-0.019420983,-0.024824176,-0.02884654,-0.021170345,-0.025629016,-0.031384604,-0.035737835,0.014998202,0.017981694,0.022352156,0.02865248,0.044266063,0.071322581,0.152041255,0.277990448,0,0.9999998
PerkinElme_PKI,PKI,Stock,0.001215821,-29.0275214,1003.606725,1.667299922,0.007853957,-0.022697243,-0.032246516,-0.042758985,-0.048594223,-0.051538454,-0.074690663,-0.135375326,-0.225479486,0.021905597,0.026372901,0.033888516,0.040541052,0.029864898,0.035684276,0.046096297,0.055447901,0,0.9999998
Perrig_PRGO,PRGO,Stock,0.000813095,5.49659949,174.3656441,1.632099795,0.01047413,-0.032096152,-0.04302608,-0.059891081,-0.097927058,-0.057403364,-0.077063212,-0.12179812,-0.166846897,0.027201339,0.035469126,0.050870816,0.076348862,0.052744994,0.074109076,0.126345046,0.184474895,0.015707953,0.984291847
PfizerInc_PFE,PFE,Stock,0.000257643,-13.38222262,359.3911904,1.656641579,0.006425748,-0.018849529,-0.024883344,-0.030791711,-0.037935751,-0.032240477,-0.042987778,-0.067359789,-0.101409311,0.017025,0.022552563,0.031142732,0.037011769,0.025792149,0.031602955,0.040054153,0.046364529,0,0.9999998
PhilipMorrisInternationa_PM,PM,Stock,0.000715277,25.05977789,836.4996595,1.695867038,0.006670596,-0.018980269,-0.027033245,-0.036685986,-0.042469628,-0.031878502,-0.040984273,-0.056677802,-0.072959273,0.017753601,0.022382116,0.030996528,0.03592545,0.037987963,0.055965056,0.102808831,0.172988528,0,0.9999998
Phillips6_PSX,PSX,Stock,0.000233986,-0.384019409,5.388728243,1.68398524,0.008862451,-0.026112435,-0.033697354,-0.04672143,-0.050588361,-0.037466909,-0.045463099,-0.055234891,-0.062199135,0.02397233,0.029811512,0.036708024,0.044527783,0.032670291,0.038578901,0.047423579,0.055169975,0.934263896,0.049050972
PinnacleWestCapita_PNW,PNW,Stock,0.000396452,-23.27628708,745.9628588,1.88781134,0.006735611,-0.017328186,-0.023137558,-0.028795489,-0.037148812,-0.033597153,-0.047222869,-0.081093253,-0.129403704,0.015891276,0.019795017,0.023984355,0.025852849,0.020877523,0.02398365,0.027949592,0.030943672,0,0.9999998
PioneerNaturalResource_PXD,PXD,Stock,0.000748677,7.910952189,182.8609404,1.810288812,0.013281121,-0.037092306,-0.04508315,-0.05883285,-0.071475966,-0.05100784,-0.060800197,-0.076571083,-0.086445908,0.031909057,0.042102638,0.059517912,0.074959152,0.055867211,0.074376584,0.114432256,0.162068154,0.867589775,0.053597851
PNCFinancialService_PNC,PNC,Stock,0.000182563,0.611259279,16.47469848,1.687136138,0.007518369,-0.021552667,-0.029403445,-0.040217922,-0.045998179,-0.031996923,-0.038929013,-0.047506744,-0.052121138,0.019706787,0.02538799,0.033841766,0.03666862,0.028643649,0.035607603,0.046767553,0.05820679,0.677921992,0.163755065
PPGIndustrie_PPG,PPG,Stock,0.00024077,-6.162105284,118.2017518,1.688050801,0.007280758,-0.020895797,-0.028684467,-0.039007866,-0.053005301,-0.036816913,-0.049508879,-0.076645413,-0.107793974,0.019741058,0.02508434,0.031210247,0.036501006,0.027251749,0.032996341,0.040985906,0.048772052,0.000527579,0.978107463
PPLCorp_PPL,PPL,Stock,0.001480849,-32.97572999,1189.694292,1.843060839,0.006957926,-0.018815356,-0.023871737,-0.033900513,-0.047042128,-0.047160186,-0.072692467,-0.143407022,-0.245834907,0.016158912,0.019346207,0.024807668,0.028539812,0.021447183,0.025108023,0.030937146,0.035333958,0,0.9999998
PrincipalFinancialGrou_PFG,PFG,Stock,0.000846355,-23.12034644,736.9503136,1.690755701,0.008847051,-0.026381611,-0.036192223,-0.048453088,-0.057945435,-0.052966762,-0.074074049,-0.125986897,-0.199600612,0.022935654,0.028747001,0.034455554,0.040031877,0.030149021,0.034938644,0.041069775,0.044664187,0,0.9999998
Procter&Gambl_PG,PG,Stock,0.000211249,16.23975715,462.9226647,1.694689616,0.005347689,-0.01376131,-0.018829027,-0.027256741,-0.035904804,-0.022052295,-0.027581157,-0.03553219,-0.039822095,0.015198176,0.018513069,0.025338269,0.032545487,0.027427699,0.037762958,0.063519523,0.098437105,0,0.9999998
ProgressiveCorp_PGR,PGR,Stock,0.001722641,-33.38543647,1209.855904,1.757555751,0.006600148,-0.017252337,-0.022489109,-0.030975278,-0.04269816,-0.047273516,-0.074380184,-0.151130499,-0.265824404,0.018046425,0.022340818,0.028606917,0.03752482,0.025954753,0.03170595,0.042201542,0.050943565,0,0.9999998
Prologi_PLD,PLD,Stock,0.000513512,-22.54393783,714.8522854,1.790407567,0.007573372,-0.021437034,-0.025669587,-0.035230058,-0.045132671,-0.039204543,-0.054440649,-0.094562842,-0.147677433,0.019080572,0.022329155,0.029456622,0.033911531,0.025252867,0.0297038,0.035924513,0.040451789,0,0.9999998
PrudentialFinancia_PRU,PRU,Stock,0.000253693,-0.646303963,7.544522325,1.662524265,0.008834399,-0.025839485,-0.035676532,-0.047256778,-0.05750576,-0.040225603,-0.049764116,-0.064552293,-0.076976264,0.023821145,0.029218631,0.040481641,0.045649377,0.03330648,0.040144421,0.050028828,0.057036366,0.667118024,0.143017981
PublicServ.EnterpriseInc_PEG,PEG,Stock,0.000749629,-28.28445107,969.102706,1.808561576,0.007253167,-0.019938414,-0.025079014,-0.030872406,-0.040400261,-0.040349119,-0.057730594,-0.105232695,-0.175424455,0.017514358,0.022234402,0.027183006,0.031379821,0.023464312,0.027040488,0.031596538,0.033867411,0,0.9999998
PublicStorag_PSA,PSA,Stock,0.000695064,27.9140688,955.6847083,1.769640063,0.006870145,-0.017696043,-0.025252542,-0.034006584,-0.038998674,-0.02704032,-0.033833814,-0.042237529,-0.048096292,0.018479963,0.02251829,0.027961432,0.031104805,0.036041443,0.051269365,0.093581169,0.157514013,0,0.9999998
PulteHomesInc_PHM,PHM,Stock,0.004951545,-34.50312744,1264.337733,1.787755806,0.01040163,-0.027344252,-0.035951782,-0.045759719,-0.063265165,-0.075434114,-0.118875526,-0.242420053,-0.431271128,0.02678918,0.033691469,0.045347145,0.05065796,0.036592353,0.04376435,0.053552633,0.059148856,0,0.9999998
PVHCorp_PVH,PVH,Stock,0.002027134,27.49085376,937.2874853,1.613738383,0.009726433,-0.030197543,-0.041406909,-0.061761069,-0.080803148,-0.050080866,-0.064201042,-0.087791305,-0.105531057,0.02635603,0.035505917,0.053317728,0.06253484,0.063220196,0.095089344,0.175336012,0.292854849,0,0
Qorv_QRVO,QRVO,Stock,0.000680779,0.048417015,9.420097515,1.681871053,0.014486954,-0.04209129,-0.056629037,-0.073889701,-0.097159193,-0.062781455,-0.0781444,-0.096920781,-0.111140986,0.037051636,0.047386865,0.063012778,0.079892603,0.055621249,0.069971525,0.091452845,0.116048192,0.952764608,0.03352555
QUALCOMMInc_QCOM,QCOM,Stock,0.000776628,14.95015664,422.5702079,1.553406944,0.008160083,-0.024393246,-0.037736976,-0.060447327,-0.085666738,-0.046975986,-0.063969768,-0.091626592,-0.114267229,0.025169784,0.03308023,0.046119787,0.058108365,0.050441291,0.072717968,0.126702056,0.202588753,0.062708756,0.937291044
QuantaServicesInc_PWR,PWR,Stock,0.00084094,-17.39488932,473.6964902,1.696080266,0.009345397,-0.025747419,-0.033808743,-0.052631874,-0.065204585,-0.056261989,-0.082381472,-0.146361874,-0.234023838,0.024287033,0.030152095,0.039191385,0.057139144,0.035324694,0.043150694,0.057779256,0.067376332,0,0.9999998
QuestDiagnostic_DGX,DGX,Stock,0.000304875,11.28497172,295.0798312,1.634831875,0.006751199,-0.018449388,-0.025110928,-0.036823677,-0.042595665,-0.030749729,-0.039063201,-0.054052884,-0.068564456,0.019662693,0.024541521,0.035098202,0.045157659,0.034846354,0.04759117,0.078116149,0.117166919,0,0.9999998
RalphLaurenCorporatio_RL,RL,Stock,0.000603271,6.458335052,176.9027252,1.69193359,0.009686951,-0.028347557,-0.037489928,-0.049439247,-0.064160224,-0.047701829,-0.061904818,-0.091685244,-0.126565916,0.02475031,0.031077632,0.041407652,0.066256968,0.046349256,0.065084555,0.111496485,0.175023328,0,0.9999998
RaymondJamesFinancialInc_RJF,RJF,Stock,0.000446028,-11.80923668,298.7706836,1.704251472,0.009046785,-0.025879537,-0.035411532,-0.049468283,-0.056214189,-0.045938705,-0.06157265,-0.09405943,-0.134591543,0.024548786,0.030040792,0.036976559,0.043405927,0.032630479,0.038553635,0.047180861,0.054682418,0.079140851,0.920858949
RaytheonCo_RTN,RTN,Stock,0.000160184,0.510806682,11.4465352,1.652169909,0.006863943,-0.020230111,-0.026974152,-0.035151587,-0.042025491,-0.029233523,-0.035357679,-0.043198124,-0.047011367,0.018595243,0.025380963,0.034068403,0.040396515,0.029208792,0.037013184,0.04988801,0.063145126,0.851508918,0.082769486
RealtyIncomeCorporatio_O,O,Stock,0.001941414,-33.68971995,1224.45478,1.771946115,0.007295429,-0.021620255,-0.027488905,-0.034579963,-0.044200524,-0.05171839,-0.078566545,-0.155738433,-0.273339847,0.018110907,0.022356896,0.026570657,0.028237281,0.023660431,0.027235533,0.03171115,0.036036783,0,0.9999998
RegencyCentersCorporatio_REG,REG,Stock,0.000292257,-15.00136131,413.9149925,1.812910273,0.007386497,-0.019799643,-0.025939685,-0.032466455,-0.035017035,-0.033915938,-0.044877101,-0.070395485,-0.107057624,0.018148509,0.021420399,0.026893239,0.030329424,0.0235962,0.027459342,0.033294291,0.037818308,0,0.9999998
RegeneronPharmaceutical_REGN,REGN,Stock,0.001927225,25.20023445,830.1411918,1.818808643,0.013078975,-0.033627419,-0.039851546,-0.052654576,-0.060801479,-0.044017259,-0.051849156,-0.063550685,-0.069327637,0.033059557,0.044399975,0.065136372,0.071452967,0.070988513,0.102572643,0.179833139,0.291576227,0,0.9999998
RegionsFinancialCorp_RF,RF,Stock,0.00829376,-35.77527668,1326.850803,1.790195439,0.010182553,-0.027681743,-0.038084022,-0.048356939,-0.060554893,-0.088150277,-0.142613678,-0.299514275,-0.546098695,0.025584423,0.032700956,0.04099411,0.053418932,0.035971882,0.043221554,0.053567829,0.06040307,0.461645228,0.538354572
RepublicServicesIn_RSG,RSG,Stock,0.000540579,29.82945652,1042.990748,1.744400123,0.005016967,-0.012498268,-0.017588621,-0.02470635,-0.031652694,-0.020654239,-0.026296613,-0.035195812,-0.042602073,0.013538608,0.01812289,0.022921727,0.03081014,0.031044309,0.046258445,0.087310762,0.147777237,0,0.9999998
ResMe_RMD,RMD,Stock,0.000566396,-15.55946079,420.7063084,1.671422891,0.007536823,-0.021125179,-0.028847871,-0.041673768,-0.066192767,-0.046763468,-0.068458664,-0.123877906,-0.193864912,0.020072279,0.025203503,0.035173636,0.053974653,0.032194293,0.042052586,0.06331193,0.081275456,0,0
RobertHalfInternationa_RHI,RHI,Stock,0.001314496,-26.42912187,881.5491616,1.685241131,0.008654011,-0.025097127,-0.036111131,-0.06475679,-0.073943688,-0.061494952,-0.092077612,-0.163916976,-0.258895212,0.021963505,0.02661422,0.039258776,0.051765579,0.032190443,0.040063197,0.053944277,0.06443803,0,0.9999998
RockwellAutomationInc_ROK,ROK,Stock,0.000646066,20.02376994,613.9419153,1.696720473,0.008648083,-0.023219462,-0.032424726,-0.039452892,-0.047495117,-0.034767834,-0.041986293,-0.051513704,-0.060532588,0.023878827,0.029659407,0.040269985,0.05226618,0.04438266,0.061287561,0.10583653,0.166881187,0,0.9999998
RollinsInc_ROL,ROL,Stock,0.004386933,-35.68697177,1322.282237,1.720751821,0.006867475,-0.018281866,-0.025531676,-0.032524643,-0.050843035,-0.06445215,-0.106136757,-0.22830596,-0.416273836,0.018609486,0.023303107,0.031413415,0.038065271,0.027012087,0.033162946,0.042567846,0.051464439,0,0.9999998
RoperTechnologie_ROP,ROP,Stock,0.001591677,32.68153747,1176.802712,1.681055084,0.006726859,-0.018075862,-0.024721547,-0.031020721,-0.042955745,-0.028197324,-0.035205274,-0.046895675,-0.05636564,0.018921117,0.023228679,0.033172827,0.038355815,0.047160697,0.072687839,0.143368044,0.251204158,0,0.9999998
RossStore_ROST,ROST,Stock,0.003902344,-34.54489492,1266.616638,1.66691937,0.00784015,-0.022138116,-0.029861112,-0.042318351,-0.055873743,-0.066116279,-0.106316095,-0.21997805,-0.393049342,0.021896529,0.02962247,0.036673689,0.052494034,0.034294713,0.043459545,0.061426653,0.081390327,0,0.9999998
RoyalCaribbeanCruisesLt_RCL,RCL,Stock,0.000834382,-15.57087708,435.4933421,1.655399081,0.01067267,-0.030819652,-0.041094112,-0.055270737,-0.064452005,-0.056552056,-0.0781407,-0.126627752,-0.194229876,0.029855722,0.038717909,0.054443287,0.064329528,0.043788189,0.053972398,0.068835718,0.077165955,0.104254538,0.895745262
"S&PGlobal,Inc_SPGI",SPGI,Stock,0.000234407,-4.957361938,99.47890068,1.679983114,0.007435511,-0.019645258,-0.025953392,-0.039207569,-0.045335842,-0.033978643,-0.045025393,-0.065683651,-0.089425563,0.020876827,0.026845779,0.035337132,0.043275452,0.030827862,0.037831979,0.048787618,0.058407224,0,0.963700714
Salesforce.co_CRM,CRM,Stock,0.00149133,-24.73192286,811.9099285,1.57503081,0.009927545,-0.030960026,-0.040710486,-0.054022333,-0.06007068,-0.062163575,-0.088423255,-0.156311152,-0.254604229,0.028210422,0.037910725,0.056482811,0.060931686,0.044136234,0.05616572,0.074228733,0.090084895,0.543234953,0.456764847
SBACommunication_SBAC,SBAC,Stock,0.001002511,-27.81991959,948.4684328,1.639317865,0.007382734,-0.02049089,-0.028039944,-0.039199738,-0.053046821,-0.04707703,-0.069799621,-0.128796797,-0.211250567,0.021429513,0.027804666,0.038414167,0.044279491,0.031418913,0.038391412,0.046843581,0.052172534,0,0.9999998
SchlumbergerLtd_SLB,SLB,Stock,0.000467899,-12.30967487,322.6586484,1.795606031,0.009826636,-0.027252921,-0.034243862,-0.039948022,-0.047949832,-0.043436257,-0.056508737,-0.086778191,-0.129407515,0.024589701,0.030640011,0.038880848,0.051077731,0.034215054,0.041193833,0.052016402,0.060512933,0.842950573,0.122679773
SeagateTechnolog_STX,STX,Stock,0.000835419,3.540818321,93.57880381,1.561872181,0.011548638,-0.039028373,-0.051535095,-0.071118362,-0.097533453,-0.064285587,-0.08366036,-0.123046598,-0.166684704,0.032821999,0.042254464,0.05799089,0.070799355,0.057079121,0.07609024,0.119018501,0.173422078,0.945073309,0.019504691
SealedAi_SEE,SEE,Stock,0.000343158,-7.030002039,153.1471724,1.739166264,0.008681687,-0.02357604,-0.032285314,-0.042511355,-0.055363176,-0.041621852,-0.055341256,-0.085090362,-0.122832562,0.022563889,0.027118178,0.034862936,0.048284139,0.032518091,0.040500181,0.056162414,0.07100115,0.811122036,0.09050552
SempraEnerg_SRE,SRE,Stock,0.000575254,25.85148161,857.6547825,1.770071658,0.006441504,-0.017042534,-0.022711484,-0.030675869,-0.03927261,-0.026149016,-0.032198414,-0.040491274,-0.046958164,0.015959115,0.021694455,0.027518519,0.03183638,0.03498888,0.051429847,0.094161855,0.159449187,0,0.9999998
Sherwin-William_SHW,SHW,Stock,0.000225351,2.927896119,62.42806298,1.658368713,0.007379049,-0.020269035,-0.02721628,-0.035469321,-0.044832878,-0.03139462,-0.038971808,-0.053299688,-0.066802616,0.021103721,0.027896628,0.035641347,0.042196798,0.033652972,0.043058055,0.062320588,0.085261631,0,0.490364032
SimonPropertyGroupIn_SPG,SPG,Stock,0.001329531,-32.00120912,1143.329676,1.787645753,0.007400801,-0.021106576,-0.026704749,-0.033438978,-0.041575856,-0.046394343,-0.068837058,-0.131330861,-0.224773608,0.018092827,0.022304808,0.027248668,0.032790942,0.023847956,0.027861956,0.033012771,0.036868783,0,0.9999998
SkyworksSolution_SWKS,SWKS,Stock,0.002512481,-27.01575245,913.165825,1.615587467,0.012182677,-0.037146781,-0.048277574,-0.061943274,-0.078137339,-0.076848858,-0.110064921,-0.195254368,-0.32249754,0.033901662,0.043032956,0.060976748,0.067688167,0.050985289,0.06364816,0.081507335,0.09947379,0,0.9999998
SLGreenRealt_SLG,SLG,Stock,0.000926325,-28.641345,985.7945878,1.792467341,0.007737262,-0.020489854,-0.02771127,-0.035589848,-0.041076062,-0.044234227,-0.064288368,-0.116893133,-0.196342385,0.019132259,0.024917173,0.029677494,0.033175724,0.026067226,0.030865404,0.036632835,0.041563321,0,0.9999998
Snap-o_SNA,SNA,Stock,0.000283436,6.994841842,160.965009,1.718929768,0.007395274,-0.019857042,-0.028423632,-0.040434668,-0.047895582,-0.032869841,-0.042676204,-0.055948289,-0.068105621,0.019109882,0.024861292,0.036502936,0.060522674,0.034685295,0.047787618,0.078254244,0.111652625,0.976072058,7.33E-05
SouthernCo_SO,SO,Stock,0.001274046,-33.54317079,1217.359729,1.824762833,0.006111429,-0.016158535,-0.021660648,-0.02862704,-0.031572912,-0.04156822,-0.06397312,-0.12631361,-0.222263322,0.014926879,0.018427423,0.022335284,0.02556111,0.019619061,0.022391585,0.025836641,0.027441141,0,0.9999998
SouthwestAirline_LUV,LUV,Stock,0.001210688,-23.87974887,772.6879014,1.707512603,0.010269976,-0.028784353,-0.035576996,-0.049657145,-0.057357973,-0.057418258,-0.082331773,-0.146182753,-0.23903964,0.028585832,0.034939983,0.044348408,0.05344587,0.039056159,0.046745439,0.059741016,0.071273848,0,0.9999998
StanleyBlack&Decke_SWK,SWK,Stock,0.0003315,8.362673971,218.3218528,1.603252546,0.007274264,-0.021129215,-0.030174534,-0.039364642,-0.046238516,-0.034699709,-0.043864987,-0.059931934,-0.075933926,0.02079289,0.027025621,0.037265328,0.049727189,0.036567987,0.049348596,0.078795676,0.113749548,0.119808818,0.880190982
StarbucksCorp_SBUX,SBUX,Stock,0.001238725,-30.42516431,1069.036003,1.722919463,0.007164157,-0.019519016,-0.025069108,-0.032338288,-0.045871182,-0.046769948,-0.070896793,-0.136923041,-0.235590934,0.018863092,0.024604323,0.032127492,0.036322587,0.028280405,0.03515057,0.047231163,0.060253173,0,0.9999998
StateStreetCorp_STT,STT,Stock,0.000301786,-3.304151887,50.40504026,1.658579766,0.008733844,-0.0269261,-0.034765009,-0.046619143,-0.06714144,-0.043808386,-0.056446169,-0.082041239,-0.109312687,0.023191539,0.028044769,0.036043356,0.04191602,0.031907673,0.037838791,0.048284193,0.057638221,0.353099727,0.475448197
