Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BHACU,Barington/Hilco Acquisition Corp.,10.15,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.1201,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
GPIAU,GP Investments Acquisition Corp.,9.75,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpiau
GPIAW,GP Investments Acquisition Corp.,0.4,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpiaw
ELECW,Electrum Special Acquisition Corporation,0.2,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EACQU,Easterly Acquisition Corp.,10,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.37,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqw
WYIGW,JM Global Holding Company,0.12,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
HCACU,Hennessy Capital Acquisition Corp. II,9.79,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hcacu
HCACW,Hennessy Capital Acquisition Corp. II,0.16,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hcacw
GPACU,Global Partner Acquisition Corp.,9.91,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpacu
GPACW,Global Partner Acquisition Corp.,0.2401,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpacw
LMFA,"LM Funding America, Inc.",9.01,0,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.8965,0,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw
GRSHU,"Gores Holdings, Inc.",10.09,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/grshu
GRSHW,"Gores Holdings, Inc.",0.4,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/grshw
PACE,Pace Holdings Corp.,9.9,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/pace
PACEU,Pace Holdings Corp.,10,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paceu
PACEW,Pace Holdings Corp.,0.45,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/pacew
EAGLU,Double Eagle Acquisition Corp.,10.0995,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Double Eagle Acquisition Corp.,0.65,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
CLACW,Capitol Acquisition Corp. III,0.43,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clacw
PAACR,Pacific Special Acquisition Corp.,0.2,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paacr
PAACU,Pacific Special Acquisition Corp.,10.14,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paacu
PAACW,Pacific Special Acquisition Corp.,0.0851,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paacw
BLVD,Boulevard Acquisition Corp. II,9.6,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvd
BLVDU,Boulevard Acquisition Corp. II,9.827,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvdu
BLVDW,Boulevard Acquisition Corp. II,0.4,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvdw
ANDA,Andina Acquisition Corp. II,9.45,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. II,0.3,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
ANDAW,Andina Acquisition Corp. II,0.13,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw
CIVBP,"Civista Bancshares, Inc. ",37.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp
HBANP,Huntington Bancshares Incorporated,1357,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
SBFGP,"SB Financial Group, Inc.",12.14,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
WSFSL,WSFS Financial Corporation,27,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsfsl
