,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO
NGC,5,CCCAGG,NGC,USD,4,0.125775,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.125775,0.125775,0.125775,0.125775,0.125775,0.125775,HitBTC,0.0,0.0,0.125775,0.125775,0.125775,0.0,0.0,0.0,0.0,77910266.1576906,9799163.725983536,50270.094667198435,6322.721156766883
DAG,5,CCCAGG,DAG,USD,4,0.002401464,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002205996,0.002401464,0.002205996,0.002275806,0.002401464,0.002150148,Kucoin,0.0,0.0,0.002401464,0.002401464,0.002401464,0.00012565799999999985,5.52147239263803,0.00019546799999999986,8.86075949367088,4000000000.0,9605856.0,780353.5695000081,1873.9910044257674
GEM,5,CCCAGG,GEM,USD,4,0.0011717474,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001194093,0.0012178352,0.0011019174,0.001194093,0.0012178352,0.0011019174,Gateio,0.0,0.0,0.0011717474,0.0011717474,0.0011717474,-2.234559999999999e-05,-1.8713450292397655,-2.234559999999999e-05,-1.8713450292397655,8000000000.0,9373979.200000001,4881534.90454729,5719.925832412535
XMC,5,CCCAGG,XMC,USD,4,0.5827247999999999,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5540535,0.5827247999999999,0.5540535,0.5556032999999999,0.5827247999999999,0.5540535,Gateio,0.0,0.0,0.5827247999999999,0.5827247999999999,0.5827247999999999,0.02712150000000002,4.881450488145053,0.028671299999999955,5.174825174825167,16016864.0,9333423.8710272,21519.898845011743,12540.178750479698
RVT,5,CCCAGG,RVT,USD,4,0.04649436000000001,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04649436000000001,0.04649436000000001,0.04649436000000001,0.04649436000000001,0.04649436000000001,0.04649436000000001,HitBTC,0.0,0.0,0.04649436000000001,0.04649436000000001,0.04649436000000001,0.0,0.0,0.0,0.0,200000000.0,9298872.000000002,25.000000000000455,1.1623590000000215
XCD,5,CCCAGG,XCD,USD,4,0.00370417,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00370417,0.00370417,0.00370417,0.00370417,0.00370417,0.00370417,IDEX,0.0,0.0,0.00370417,0.00370417,0.00370417,0.0,0.0,0.0,0.0,2500000000.0,9260425.0,5698.543996334143,21.108375714901044
INS,5,CCCAGG,INS,USD,4,0.2828385,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.279700155,0.28539567,0.27671679,0.279545175,0.28555065,0.275980635,OKEX,0.0,0.0,0.28082376,0.282877245,0.28082376,0.0032933250000000136,1.178101178101183,0.003138344999999987,1.1220390635822088,32500000.0,9192251.25,1981982.9081965967,560581.0727799631
BOX,5,CCCAGG,BOX,USD,4,0.0030609261,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0029446884,0.003487131,0.0029446884,0.0032934015,0.003487131,0.0028671966,HuobiPro,0.0,0.0,0.0030609261,0.0030609261,0.0030609261,-0.00023247539999999992,-7.058823529411764,0.00011623769999999974,3.9473684210526225,3000000000.0,9182778.299999999,46634781.17908648,142745.61887885456
XDN,5,CCCAGG,XDN,USD,4,0.00131733,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00131733,0.00131733,0.00123984,0.00131733,0.00131733,0.00131733,HitBTC,0.0,0.0,0.00131733,0.00131733,0.00131733,0.0,0.0,0.0,0.0,6906587610.38292,9098255.056785733,312101492.7771349,411140.6594801031
JNT,5,CCCAGG,JNT,USD,2,0.045375534,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.044802928,0.04721904599999999,0.041925932,0.04625539199999999,0.047051454,0.041884034,Bibox,0.0,0.0,0.04545933,0.04545933,0.045375534,-0.0008798579999999903,-1.9021739130434576,0.0005726060000000033,1.2780548628429,200000000.0,9075106.8,461173.74796322954,20926.005080612955
EVR,5,CCCAGG,EVR,USD,4,0.009066306599999999,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009066306599999999,0.0111197863,0.0090275617,0.009298776,0.0111197863,0.0090275617,Cryptopia,0.0,0.0,0.009066306599999999,0.009066306599999999,0.009066306599999999,-0.0002324694000000009,-2.5000000000000098,0.0,0.0,1000000000.0,9066306.6,426363.63784240984,3865.54346377065
CONI,5,CCCAGG,CONI,USD,4,0.009047376000000001,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.008433048,0.009759438,0.008433048,0.00893568,0.009759438,0.0076791,CoinBene,0.0,0.0,0.009047376000000001,0.009047376000000001,0.009047376000000001,0.0001116960000000014,1.2500000000000158,0.0006143280000000008,7.2847682119205395,1000000000.0,9047376.000000002,1129321.4600001294,10217.395873490132
HLC,5,CCCAGG,HLC,USD,4,0.009027585000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.010964835,0.010964835,0.009027585000000001,0.009027585000000001,0.009027585000000001,0.009027585000000001,ZB,0.0,0.0,0.009027585000000001,0.009027585000000001,0.009027585000000001,0.0,0.0,-0.001937249999999998,-17.66784452296818,1000000000.0,9027585.000000002,986.399999999881,8.904809843998926
UBQ,5,CCCAGG,UBQ,USD,4,0.237390615,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.23967657,0.26385345,0.23448474,0.23603454,0.26385345,0.235065915,BitTrex,0.0,0.0,0.239715315,0.239715315,0.236538225,0.0013560750000000121,0.5745239658568667,-0.002285955000000006,-0.9537665696734587,37986668.6977163,9017678.643952122,675928.3796704308,160459.05374591707
OAX,5,CCCAGG,OAX,USD,4,0.089888168,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0882221373,0.09085679049999999,0.0879121781,0.088725821,0.09085679049999999,0.08775719850000001,Liqui,0.0,0.0,0.09019812719999999,0.09019812719999999,0.089888168,0.001162347000000008,1.3100436681222798,0.0016660307000000013,1.8884497145366725,100000000.0,8988816.8,1669937.7946227118,150107.64903259583
SLS,5,CCCAGG,SLS,USD,4,8.717625,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,8.919099,8.919099,8.717625,8.888103000000001,8.919099,8.717625,BitTrex,0.0,0.0,8.717625,8.717625,8.717625,-0.17047800000000102,-1.9180470793374131,-0.20147399999999926,-2.258905299739349,1011667.7418233,8819339.997812346,10197.284523260141,88896.10249208569
ZSC,5,CCCAGG,ZSC,USD,4,0.0015417734,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0015892986,0.00160747,0.0015389778,0.0015879008,0.00160747,0.0015389778,Gateio,0.0,0.0,0.0015417734,0.0015417734,0.0015417734,-4.612739999999989e-05,-2.904929577464782,-4.7525199999999936e-05,-2.990325417766047,5642500000.0,8699456.409500001,13328135.385187117,20548.96460848025
DOCK,5,CCCAGG,DOCK,USD,4,0.008679081600000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0086015898,0.0087565734,0.008524098,0.0086403357,0.0087565734,0.008485352100000001,Binance,0.0,0.0,0.008679081600000001,0.008679081600000001,0.0086403357,3.874590000000136e-05,0.4484304932735584,7.749180000000098e-05,0.9009009009009123,1000000000.0,8679081.600000001,19801559.6439316,171859.35195694934
BAY,5,CCCAGG,BAY,USD,4,0.0084466062,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.008485352100000001,0.008524098,0.0084078603,0.008485352100000001,0.0087565734,0.0084078603,BitTrex,0.0,0.0,0.0084466062,0.0084466062,0.0084466062,-3.874590000000136e-05,-0.456621004566226,-3.874590000000136e-05,-0.456621004566226,1018020105.16028,8598814.931971474,12277950.512659116,103707.01292351967
COV,5,CCCAGG,COV,USD,4,0.42137316,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3952642200000001,0.4572555,0.3952642200000001,0.40615458,0.45669702,0.390936,Kucoin,0.0,0.0,0.42151278,0.42151278,0.42137316,0.015218580000000037,3.7469920935029313,0.026108939999999914,6.60543977393145,20000000.0,8427463.200000001,31808.16149999999,13403.105525045337
WINGS,5,CCCAGG,WINGS,USD,4,0.08190693,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.081015795,0.082565595,0.07973721,0.080240895,0.08268183,0.07996968,Binance,0.0,0.0,0.08190693,0.08190693,0.08190693,0.0016660349999999963,2.0762916465475567,0.0008911350000000012,1.0999521759923496,100000000.0,8190693.0,3089723.3367247367,253069.75306047944
TAU,5,CCCAGG,TAU,USD,4,0.0281177,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02753075,0.029054025,0.02753075,0.027628575,0.028718625,0.02753075,IDEX,0.0,0.0,0.0281177,0.0281177,0.0281177,0.000489125,1.7703591299949417,0.0005869499999999993,2.1319796954314696,288090567.493887,8100444.149622866,202119.77657963109,5683.143241933093
TIX,5,CCCAGG,TIX,USD,4,0.128982105,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1201095,0.1433565,0.117901035,0.11608002,0.1433565,0.11608002,Upbit,0.0,0.0,0.128982105,0.128982105,0.128982105,0.012902085000000008,11.114819759679579,0.00887260500000002,7.387096774193565,62500000.0,8061381.562500001,36935671.16222322,4764040.616091348
MLN,5,CCCAGG,MLN,USD,4,8.041622799999999,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0988834,8.1896624,7.876824,8.199438599999999,8.2413366,7.876824,Kraken,0.0,0.0,8.041622799999999,8.041622799999999,8.041622799999999,-0.15781579999999984,-1.9247146993697821,-0.057260600000001105,-0.7070184514571614,1002000.0,8057706.045599999,748.5426237600502,6019.497430000641
HTML,5,CCCAGG,HTML,USD,2,8.52475e-05,1546196664,0.0,0.0,0,0.0,0.0,70000.0,5.5329,8.384999999999999e-05,8.944e-05,8.24525e-05,8.24525e-05,8.52475e-05,8.105499999999999e-05,Bleutrade,0.0,0.0,8.944e-05,8.944e-05,8.52475e-05,2.795000000000003e-06,3.3898305084745797,1.3975000000000082e-06,1.6666666666666767,94401756504.0,8047513.73757474,19623351.974780213,1672.4072724700761
LGO,5,CCCAGG,LGO,USD,4,0.036824125,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0466765,0.050379875,0.03172325,0.04866095,0.050379875,0.03172325,Bibox,0.0,0.0,0.035957675,0.036824125,0.035957675,-0.011836825000000002,-24.32510051694429,-0.009852375000000003,-21.10778443113773,217698062.4,8016540.6620754,458331.74400000024,16877.66543252401
HOT,5,CCCAGG,HOT,USD,4,0.005105067499999999,1546196664,0.0,0.0,0,0.0,0.0,38855.72866475,185.59366610568205,0.005235035,0.00543348,0.0050799125,0.005425095,0.005425095,0.0050799125,Bitfinex,0.0,0.0,0.005105067499999999,0.005105067499999999,0.005105067499999999,-0.00032002750000000024,-5.89902112313241,-0.00012996750000000053,-2.4826481580352477,1560000000.0,7963905.299999999,91417.37104419015,453.9243983635846
FUEL,5,CCCAGG,FUEL,USD,4,0.0079427045,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0079427045,0.0079814494,0.007748979999999999,0.0079039596,0.0080589392,0.007748979999999999,Binance,0.0,0.0,0.0079427045,0.0079427045,0.0079427045,3.874490000000015e-05,0.49019607843137447,0.0,0.0,1000000000.0,7942704.5,11731554.710000025,93180.2723871134
XBB,5,CCCAGG,XBB,USD,1,0.029829052,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.029801096,0.030304304,0.028291472,0.030234414,0.030444084,0.028291472,BitMart,0.0,0.0,0.029521536,0.029829052,0.029521536,-0.0004053619999999994,-1.3407304669440572,2.795600000000259e-05,0.09380863039400494,265000143.35,7904703.055994605,648227.6000000006,19336.014788235218
CDT,5,CCCAGG,CDT,USD,4,0.0079039596,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0078264698,0.0079427045,0.0076714902,0.0078264698,0.0079427045,0.0076714902,Binance,0.0,0.0,0.0079039596,0.0079039596,0.0079039596,7.74898000000003e-05,0.9900990099009941,7.74898000000003e-05,0.9900990099009941,1000000000.0,7903959.6,8653023.784322627,68393.15040912516
NPX,5,CCCAGG,NPX,USD,1,0.264630399,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2558352159,0.2712171,0.2453739849,0.2484736089,0.2712171,0.2453739849,IDAX,0.0,0.0,0.2627706246,0.264630399,0.2627706246,0.016156790100000012,6.502416965538754,0.008795183099999992,3.4378312888081144,29800000.0,7885985.8902,434970.14,115106.32170128587
XSN,5,CCCAGG,XSN,USD,4,0.103952835,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.10639377,0.1077111,0.102867975,0.10189935,0.107517375,0.0999621,LiveCoin,0.0,0.0,0.103952835,0.103952835,0.103952835,0.002053484999999994,2.015209125475279,-0.002440935000000005,-2.2942461762563777,75093139.0,7806144.688099065,561042.5218119372,58321.960697900206
BURST,5,CCCAGG,BURST,USD,4,0.0043007949,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004339540800000001,0.0045332703,0.0041070654,0.0043782867,0.0045332703,0.0041070654,BitTrex,0.0,0.0,0.0043007949,0.0043007949,0.0043007949,-7.749180000000012e-05,-1.7699115044247815,-3.874590000000136e-05,-0.8928571428571739,1813033920.0,7797487.036663008,46894140.66460958,201682.0810102355
VIBE,5,CCCAGG,VIBE,USD,4,0.029174985,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02882628,0.02936871,0.028710045,0.0294462,0.02998863,0.028710045,Binance,0.0,0.0,0.029174985,0.029174985,0.02905875,-0.00027121499999999826,-0.9210526315789416,0.00034870500000000124,1.209677419354843,267000000.0,7789720.995,2381102.0,69468.61513347
HMC,5,CCCAGG,HMC,USD,4,0.0076904425,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0076093875,0.00822289,0.0073829925,0.00786513,0.00822289,0.0073242975,OKEX,0.0,0.0,0.0076904425,0.0076904425,0.0076904425,-0.0001746874999999995,-2.2210376687988567,8.105500000000002e-05,1.0651974288337926,1000000000.0,7690442.5,18042995.420000233,138758.61880527515
EOSDAC,5,CCCAGG,EOSDAC,USD,2,0.006355926600000001,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061841448,0.0065612268,0.0061827482,0.0063936348,0.006564019999999999,0.0061701788,Bibox,0.0,0.0,0.0063657028,0.0063657028,0.006346150399999999,-3.770819999999921e-05,-0.5897771952817701,0.00017178180000000046,2.7777777777777852,1200000000.0,7627111.920000001,3348525.6064589876,21282.98297287381
FREC,5,CCCAGG,FREC,USD,4,0.0007581366,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0008139846,0.0008139846,0.0007581366,0.0007581366,0.0007581366,0.0007581366,HitBTC,0.0,0.0,0.0007581366,0.0007581366,0.0007581366,0.0,0.0,-5.584800000000005e-05,-6.861063464837056,10000000000.0,7581366.0,234000.0,177.40396439999998
XMO,5,CCCAGG,XMO,USD,4,0.47343486,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4319202,0.47343486,0.4319202,0.49579966,0.49579966,0.4319202,HitBTC,0.0,0.0,0.47343486,0.47343486,0.47343486,-0.022364799999999962,-4.510854243022265,0.04151466000000004,9.611650485436902,16013158.0969232,7581187.261774702,1809.159999999998,856.5194113175991
BLOCK,5,CCCAGG,BLOCK,USD,4,1.375866909,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,1.450646496,1.471569282,1.30573683,1.42197453,1.471569282,1.30573683,BitTrex,0.0,0.0,1.374317073,1.375866909,1.374317073,-0.04610762099999999,-3.2425068119891,-0.07477958700000009,-5.154914529914536,5494145.67998777,7559213.234320476,73988.34231807914,101798.11184720944
UCT,5,CCCAGG,UCT,USD,1,0.0071721118,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069862044,0.0074726388,0.0069163144,0.0069274968,0.0075579046,0.0068855628,BitZ,0.0,0.0,0.0071413602,0.0071721118,0.0071413602,0.0002446150000000001,3.531073446327685,0.00018590740000000005,2.661064425770309,1050000000.0,7530717.390000001,20084989.235899918,144051.78830167078
SPHTX,5,CCCAGG,SPHTX,USD,4,0.021242,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02048735,0.02149355,0.01970475,0.02171715,0.02171715,0.01970475,Kucoin,0.0,0.0,0.021242,0.021242,0.021242,-0.00047515000000000057,-2.1879021879021905,0.0007546499999999991,3.683492496589354,350000000.0,7434700.0,118098.7181759757,2508.6529714940757
MOD,5,CCCAGG,MOD,USD,1,0.3456054,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.340956,0.34676775,0.33901875,0.34754265,0.3580038,0.3386313,Binance,0.0,0.0,0.34521795,0.3456054,0.34521795,-0.0019372500000000015,-0.5574136008918621,0.004649400000000026,1.3636363636363713,21266200.0,7349713.55748,254759.7500000013,88046.34530265046
LYM,5,CCCAGG,LYM,USD,4,0.007322805,1546196664,0.0,0.0,0,0.0,0.0,94752.0403888,753.5812824904401,0.007555275,0.007594019999999999,0.007245315,0.007439039999999999,0.00767151,0.007129079999999999,Gateio,0.0,0.0,0.007322805,0.007322805,0.007322805,-0.00011623499999999926,-1.56249999999999,-0.00023247000000000025,-3.07692307692308,999999999.017099,7322804.992802408,36379523.42151873,266459.8865760856
INK,5,CCCAGG,INK,USD,1,0.00727818,1546196664,0.0,0.0,0,0.0,0.0,430565.45137493,3294.2260822300004,0.006987500000000001,0.0089286275,0.006721975,0.0083081375,0.0088252125,0.0067485275,Exmo,0.0,0.0,0.0072767825,0.00727818,0.0072767825,-0.0010299574999999995,-12.396972245584518,0.00029067999999999976,4.159999999999997,1000000000.0,7278180.0,1726879.6518483614,12729.03416983172
FLO,5,CCCAGG,FLO,USD,4,0.04870233929999999,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0470363086,0.0521893803,0.04618392079999999,0.0451378085,0.0521893803,0.0451378085,BitTrex,0.0,0.0,0.04870233929999999,0.04870233929999999,0.04870233929999999,0.003564530799999986,7.896995708154475,0.0016660306999999874,3.5420098846787216,149273923.907007,7269989.290761435,717952.12009013,34965.94775378385
CPX,5,CCCAGG,CPX,USD,2,0.0106208934,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0101308272,0.0110104332,0.0100582248,0.0108987372,0.0110104332,0.0100582248,LBank,0.0,0.0,0.0107451552,0.0108093804,0.0106208934,-0.0002778438000000001,-2.5493210351012054,0.0004900662,4.837375964718853,676989090.0,7190228.957853005,1960587.4209999992,20823.189999821912
ROX,5,CCCAGG,ROX,USD,4,0.0212979,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.019914375,0.02143765,0.019914375,0.020808775,0.02143765,0.019718725,HitBTC,0.0,0.0,0.0212979,0.0212979,0.0212979,0.000489125,2.3505708529214235,0.001383525,6.947368421052631,331614076.921422,7062683.448864754,2647900.0,56394.70941
MSP,5,CCCAGG,MSP,USD,4,0.03563625,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0366145,0.0366145,0.035217,0.0360555,0.03675425,0.03507725,HitBTC,0.0,0.0,0.0354965,0.035776,0.0354965,-0.000419249999999996,-1.1627906976744076,-0.00097825,-2.6717557251908395,196767206.0,7012045.344817501,220283.89334239715,7850.091894123
VITAE,5,CCCAGG,VITAE,USD,4,1.13174145,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1677743,1.1677743,1.12011795,1.18520955,1.18520955,1.12011795,Cryptopia,0.0,0.0,1.13174145,1.13174145,1.13174145,-0.05346809999999991,-4.511278195488714,-0.036032850000000005,-3.0856005308560053,6162531.04241988,6974391.817618286,8856.388616049986,10023.142094091905
ATX*,5,CCCAGG,ATX*,USD,2,0.006974262,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005036967000000001,0.0080204013,0.005036967000000001,0.0080978931,0.0080978931,0.004649508,CoinBene,0.0,0.0,0.006974262,0.006974262,0.006974262,-0.0011236310999999995,-13.875598086124397,0.0019372949999999995,38.461538461538446,1000000000.0,6974262.0,221940.67,1547.8723810355402
MWAT,5,CCCAGG,MWAT,USD,4,0.01431515,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01487379,0.01557209,0.01431515,0.015488294,0.01557209,0.01431515,Kucoin,0.0,0.0,0.01431515,0.01431515,0.01431515,-0.0011731439999999992,-7.574391343552746,-0.0005586399999999991,-3.7558685446009337,485000000.0,6942847.75,400785.4394999993,5737.303684258415
PCL,5,CCCAGG,PCL,USD,4,0.0031383693,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0032546052,0.0033320958,0.0030608787,0.0033320958,0.0033708411,0.0029833881,HitBTC,0.0,0.0,0.0031383693,0.0031383693,0.0031383693,-0.00019372650000000014,-5.813953488372097,-0.0001162359,-3.571428571428571,2207856526.29857,6929069.140940075,43964000.0,137975.2679052
MTH,5,CCCAGG,MTH,USD,4,0.017086545,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.016699095,0.017319015,0.01658286,0.01697031,0.01735776,0.01658286,Binance,0.0,0.0,0.017086545,0.017086545,0.017086545,0.00011623500000000273,0.6849315068493311,0.000387450000000001,2.3201856148491937,402400000.0,6875625.708000001,4095719.000000003,69981.68700085506
PHX,5,CCCAGG,PHX,USD,1,0.0082527489,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0080977677,0.0082914942,0.0080202771,0.008175258300000002,0.0082914942,0.0080202771,Binance,0.0,0.0,0.0082140036,0.0082527489,0.0082140036,7.749059999999884e-05,0.9478672985781847,0.00015498120000000115,1.9138755980861388,829588687.0,6846387.124091695,21296605.888614554,175755.5408209973
CAG,5,CCCAGG,CAG,USD,1,0.08642477999999999,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.08953830600000001,0.109238688,0.083772,0.08953830600000001,0.109238688,0.083772,Kucoin,0.0,0.0,0.086173464,0.08642477999999999,0.086173464,-0.0031135260000000192,-3.4773117105878897,-0.0031135260000000192,-3.4773117105878897,79184115.8156427,6843469.7888614405,21344.30012100022,1844.676442211417
QUN,5,CCCAGG,QUN,USD,4,0.00449442,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00449442,0.004610655,0.004378185,0.004533165,0.004610655,0.004378185,HuobiPro,0.0,0.0,0.00449442,0.00449442,0.00449442,-3.874499999999975e-05,-0.8547008547008492,0.0,0.0,1500000000.0,6741630.0,64256301.11001494,288794.8048348733
XCP,5,CCCAGG,XCP,USD,4,2.57383035,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,2.35298385,2.57383035,2.30184045,2.34833445,2.5974648,2.29874085,TuxExchange,0.0,0.0,2.47231845,2.57383035,2.47231845,0.2254959000000003,9.602375845570052,0.22084649999999995,9.385806026675446,2600000.0,6691958.91,7982.077504119995,20544.513336156295
OTN,5,CCCAGG,OTN,USD,1,0.0806289693,1546196662,0.0,0.0,0,0.0,0.0,120.76270915,9.8673176236455,0.07966033680000001,0.0911289456,0.0774518547,0.0820625454,0.0863245284,0.07853672310000001,LiveCoin,0.0,0.0,0.0777230718,0.0806289693,0.0777230718,-0.0014335761000000002,-1.7469310670443816,0.0009686324999999968,1.215953307392992,82630002.4281958,6662371.929041926,2393.3398235299874,193.10286801087213
UPP,5,CCCAGG,UPP,USD,4,0.0133168406,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0136257544,0.014173692,0.0128639534,0.014243582,0.01425756,0.0128639534,Bibox,0.0,0.0,0.0132749066,0.0133461944,0.0132749066,-0.0009267414000000002,-6.506378802747793,-0.0003089138000000012,-2.2671317193270504,500000000.0,6658420.3,949854.0535020245,12649.055023750332
ECA,5,CCCAGG,ECA,USD,4,0.0002324694,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002324694,0.0002712143,0.0002324694,0.0002324694,0.0002712143,0.0002324694,Cryptopia,0.0,0.0,0.0002324694,0.0002324694,0.0002324694,0.0,0.0,0.0,0.0,28395736995.0,6601139.941785453,61908670.69780459,14391.871531916215
MOT,5,CCCAGG,MOT,USD,1,0.06598994999999999,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.065920075,0.067457325,0.065696475,0.06948370000000001,0.06948370000000001,0.06492785000000001,Bibox,0.0,0.0,0.0658502,0.066087775,0.065836225,-0.0034937500000000177,-5.028157683024964,6.987499999999702e-05,0.10599957600169148,100000000.0,6598994.999999999,2275342.7131996313,150149.751876908
EDR,5,CCCAGG,EDR,USD,4,0.00949,1546127956,704.64771,6.6871067679,946779851,16938.65917412,155.6541003621096,16938.65917412,155.65410036211,0.0095,0.0095,0.00892,0.0095,0.0095,0.00892,LiveCoin,0.0,0.0,0.00949,0.00949,0.00949,-9.999999999999593e-06,-0.10526315789473255,-9.999999999999593e-06,-0.10526315789473255,688412177.0,6533031.55973,101574.03954636058,958.8438600946731
PCH,5,CCCAGG,PCH,USD,1,0.0032546052,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0034095864,0.0037582941,0.0016273026,0.0036420582,0.0037582941,0.0016273026,LBank,0.0,0.0,0.0036808035,0.0037195488,0.0028671522,-0.0003874530000000003,-10.638297872340432,-0.00015498120000000028,-4.545454545454553,2000000000.0,6509210.399999999,45200230.86790003,147108.90642386794
